
[MeshData]

UVêî : 1188

UVî‘çÜ0 : { 0.163101, -0.364505 }
UVî‘çÜ1013 : { 0.291029, -0.365656 }
UVî‘çÜ1014 : { 0.525486, -0.393071 }
UVî‘çÜ1015 : { 0.471852, -0.352948 }
UVî‘çÜ1016 : { 0.519819, -0.342391 }
UVî‘çÜ1017 : { 0.25639, -0.393071 }
UVî‘çÜ1018 : { 0.291029, -0.365656 }
UVî‘çÜ1019 : { 0.290976, -0.393071 }
UVî‘çÜ1020 : { 0.327445, -0.365965 }
UVî‘çÜ1021 : { 0.351113, -0.393071 }
UVî‘çÜ1022 : { 0.325818, -0.393071 }
UVî‘çÜ1023 : { 0.111337, -0.283749 }
UVî‘çÜ1024 : { 0.0866655, -0.267284 }
UVî‘çÜ1025 : { 0.113018, -0.265731 }
UVî‘çÜ1026 : { 0.170314, -0.281262 }
UVî‘çÜ1027 : { 0.165399, -0.306381 }
UVî‘çÜ1028 : { 0.141934, -0.279683 }
UVî‘çÜ1029 : { 0.0699231, -0.334978 }
UVî‘çÜ1030 : { 0.0599609, -0.372932 }
UVî‘çÜ1031 : { 0.0532077, -0.337895 }
UVî‘çÜ1032 : { 0.128092, -0.362624 }
UVî‘çÜ1033 : { 0.134473, -0.328522 }
UVî‘çÜ1034 : { 0.163101, -0.364505 }
UVî‘çÜ1035 : { 0.418562, -0.393071 }
UVî‘çÜ1036 : { 0.382951, -0.370378 }
UVî‘çÜ1037 : { 0.419901, -0.36461 }
UVî‘çÜ1038 : { 0.382951, -0.370378 }
UVî‘çÜ1039 : { 0.418562, -0.393071 }
UVî‘çÜ1040 : { 0.377145, -0.393071 }
UVî‘çÜ1041 : { 0.333621, -0.338297 }
UVî‘çÜ1042 : { 0.354984, -0.367872 }
UVî‘çÜ1043 : { 0.327445, -0.365965 }
UVî‘çÜ1044 : { 0.0202717, -0.342039 }
UVî‘çÜ1045 : { 0.0307944, -0.314875 }
UVî‘çÜ1046 : { 0.0364926, -0.340812 }
UVî‘çÜ1047 : { 0.519805, -0.295517 }
UVî‘çÜ1048 : { 0.559826, -0.336683 }
UVî‘çÜ1049 : { 0.519819, -0.342391 }
UVî‘çÜ1050 : { 0.377145, -0.393071 }
UVî‘çÜ1051 : { 0.354984, -0.367872 }
UVî‘çÜ1052 : { 0.382951, -0.370378 }
UVî‘çÜ1053 : { 0.0601163, -0.03992 }
UVî‘çÜ1054 : { 0.0868987, -0.0135205 }
UVî‘çÜ1055 : { 0.0823067, -0.0361871 }
UVî‘çÜ1056 : { 0.0601163, -0.03992 }
UVî‘çÜ1057 : { 0.0202717, -0.0818478 }
UVî‘çÜ1058 : { 0.0202717, -0.0424849 }
UVî‘çÜ1059 : { 0.113018, -0.265731 }
UVî‘çÜ1060 : { 0.0932115, -0.240384 }
UVî‘çÜ1061 : { 0.12098, -0.241198 }
UVî‘çÜ1062 : { 0.469386, -0.393071 }
UVî‘çÜ1063 : { 0.419901, -0.36461 }
UVî‘çÜ1064 : { 0.471852, -0.352948 }
UVî‘çÜ1065 : { 0.419901, -0.36461 }
UVî‘çÜ1066 : { 0.388273, -0.337481 }
UVî‘çÜ1067 : { 0.421615, -0.335786 }
UVî‘çÜ1068 : { 0.388273, -0.337481 }
UVî‘çÜ1069 : { 0.419901, -0.36461 }
UVî‘çÜ1070 : { 0.382951, -0.370378 }
UVî‘çÜ1071 : { 0.585109, -0.393071 }
UVî‘çÜ1072 : { 0.627523, -0.337552 }
UVî‘çÜ1073 : { 0.627523, -0.393071 }
UVî‘çÜ1074 : { 0.0202717, -0.393071 }
UVî‘çÜ1075 : { 0.0436731, -0.376081 }
UVî‘çÜ1076 : { 0.0467663, -0.393071 }
UVî‘çÜ1077 : { 0.050178, -0.270291 }
UVî‘çÜ1078 : { 0.0314284, -0.29143 }
UVî‘çÜ1079 : { 0.0339565, -0.272287 }
UVî‘çÜ1080 : { 0.0680298, -0.196655 }
UVî‘çÜ1081 : { 0.0711469, -0.21243 }
UVî‘çÜ1082 : { 0.0548434, -0.21214 }
UVî‘çÜ1083 : { 0.141934, -0.279683 }
UVî‘çÜ1084 : { 0.113018, -0.265731 }
UVî‘çÜ1085 : { 0.14388, -0.261755 }
UVî‘çÜ1086 : { 0.0736289, -0.393071 }
UVî‘çÜ1087 : { 0.0762487, -0.369782 }
UVî‘çÜ1088 : { 0.100962, -0.393071 }
UVî‘çÜ1089 : { 0.59063, -0.286021 }
UVî‘çÜ1090 : { 0.627523, -0.25258 }
UVî‘çÜ1091 : { 0.627523, -0.285851 }
UVî‘çÜ1092 : { 0.56102, -0.292738 }
UVî‘çÜ1093 : { 0.591898, -0.253718 }
UVî‘çÜ1094 : { 0.59063, -0.286021 }
UVî‘çÜ1095 : { 0.559826, -0.336683 }
UVî‘çÜ1096 : { 0.59063, -0.286021 }
UVî‘çÜ1097 : { 0.588105, -0.334916 }
UVî‘çÜ1098 : { 0.59063, -0.286021 }
UVî‘çÜ1099 : { 0.627523, -0.337552 }
UVî‘çÜ1100 : { 0.588105, -0.334916 }
UVî‘çÜ1101 : { 0.0711469, -0.21243 }
UVî‘çÜ1102 : { 0.0429056, -0.238961 }
UVî‘çÜ1103 : { 0.0548434, -0.21214 }
UVî‘çÜ1104 : { 0.0436731, -0.376081 }
UVî‘çÜ1105 : { 0.0532077, -0.337895 }
UVî‘çÜ1106 : { 0.0599609, -0.372932 }
UVî‘çÜ1107 : { 0.0601163, -0.03992 }
UVî‘çÜ1108 : { 0.0202717, -0.0143576 }
UVî‘çÜ1109 : { 0.0582816, -0.0145478 }
UVî‘çÜ1110 : { 0.134473, -0.328522 }
UVî‘çÜ1111 : { 0.109662, -0.306005 }
UVî‘çÜ1112 : { 0.136884, -0.304535 }
UVî‘çÜ1113 : { 0.0542658, -0.105951 }
UVî‘çÜ1114 : { 0.0202717, -0.0818478 }
UVî‘çÜ1115 : { 0.0568805, -0.0793378 }
UVî‘çÜ1116 : { 0.164302, -0.393071 }
UVî‘çÜ1117 : { 0.128092, -0.362624 }
UVî‘çÜ1118 : { 0.163101, -0.364505 }
UVî‘çÜ1119 : { 0.136884, -0.304535 }
UVî‘çÜ1120 : { 0.111337, -0.283749 }
UVî‘çÜ1121 : { 0.141934, -0.279683 }
UVî‘çÜ1122 : { 0.0646189, -0.287915 }
UVî‘çÜ1123 : { 0.0479864, -0.312237 }
UVî‘çÜ1124 : { 0.0480236, -0.289672 }
UVî‘çÜ1125 : { 0.114056, -0.330903 }
UVî‘çÜ1126 : { 0.0841918, -0.308182 }
UVî‘çÜ1127 : { 0.109662, -0.306005 }
UVî‘çÜ1128 : { 0.56321, -0.261793 }
UVî‘çÜ1129 : { 0.519805, -0.295517 }
UVî‘çÜ1130 : { 0.546753, -0.263977 }
UVî‘çÜ1131 : { 0.0751024, -0.24038 }
UVî‘çÜ1132 : { 0.050178, -0.270291 }
UVî‘çÜ1133 : { 0.0590041, -0.239671 }
UVî‘çÜ1134 : { 0.0874504, -0.21272 }
UVî‘çÜ1135 : { 0.0932115, -0.240384 }
UVî‘çÜ1136 : { 0.0751024, -0.24038 }
UVî‘çÜ1137 : { 0.0751024, -0.24038 }
UVî‘çÜ1138 : { 0.0866655, -0.267284 }
UVî‘çÜ1139 : { 0.0663998, -0.268296 }
UVî‘çÜ1140 : { 0.0548434, -0.21214 }
UVî‘çÜ1141 : { 0.0604838, -0.18695 }
UVî‘çÜ1142 : { 0.0680298, -0.196655 }
UVî‘çÜ1143 : { 0.128508, -0.393071 }
UVî‘çÜ1144 : { 0.102083, -0.366517 }
UVî‘çÜ1145 : { 0.128092, -0.362624 }
UVî‘çÜ1146 : { 0.0874504, -0.21272 }
UVî‘çÜ1147 : { 0.0590041, -0.239671 }
UVî‘çÜ1148 : { 0.0711469, -0.21243 }
UVî‘çÜ1149 : { 0.0429056, -0.238961 }
UVî‘çÜ1150 : { 0.0202717, -0.274697 }
UVî‘çÜ1151 : { 0.0202717, -0.241451 }
UVî‘çÜ1152 : { 0.0599609, -0.372932 }
UVî‘çÜ1153 : { 0.0601977, -0.393071 }
UVî‘çÜ1154 : { 0.0436731, -0.376081 }
UVî‘çÜ1155 : { 0.0736289, -0.393071 }
UVî‘çÜ1156 : { 0.0599609, -0.372932 }
UVî‘çÜ1157 : { 0.0762487, -0.369782 }
UVî‘çÜ1158 : { 0.0548434, -0.21214 }
UVî‘çÜ1159 : { 0.0202717, -0.241451 }
UVî‘çÜ1160 : { 0.0202717, -0.210531 }
UVî‘çÜ1161 : { 0.0307944, -0.314875 }
UVî‘çÜ1162 : { 0.0202717, -0.293601 }
UVî‘çÜ1163 : { 0.0314284, -0.29143 }
UVî‘çÜ1164 : { 0.471852, -0.352948 }
UVî‘çÜ1165 : { 0.421615, -0.335786 }
UVî‘çÜ1166 : { 0.4734, -0.320518 }
UVî‘çÜ1167 : { 0.201295, -0.337122 }
UVî‘çÜ1168 : { 0.25601, -0.36523 }
UVî‘çÜ1169 : { 0.201119, -0.364781 }
UVî‘çÜ1170 : { 0.0601163, -0.03992 }
UVî‘çÜ1171 : { 0.0744889, -0.0747739 }
UVî‘çÜ1172 : { 0.0568805, -0.0793378 }
UVî‘çÜ1173 : { 0.16209, -0.332123 }
UVî‘çÜ1174 : { 0.163101, -0.364505 }
UVî‘çÜ1175 : { 0.134473, -0.328522 }
UVî‘çÜ1176 : { 0.0307944, -0.314875 }
UVî‘çÜ1177 : { 0.0202717, -0.31782 }
UVî‘çÜ1178 : { 0.0202717, -0.293601 }
UVî‘çÜ1179 : { 0.0762487, -0.369782 }
UVî‘çÜ1180 : { 0.0900383, -0.333458 }
UVî‘çÜ1181 : { 0.102083, -0.366517 }
UVî‘çÜ1182 : { 0.136884, -0.304535 }
UVî‘çÜ1183 : { 0.141934, -0.279683 }
UVî‘çÜ1184 : { 0.165399, -0.306381 }
UVî‘çÜ1185 : { 0.114056, -0.330903 }
UVî‘çÜ1186 : { 0.102083, -0.366517 }
UVî‘çÜ1187 : { 0.0900383, -0.333458 }
